"var_name","vi"
"residential_50",430558.818099454
"res_2012_1k",226752.333511512
"residential_100",217366.547516703
"slope",195739.563787708
"res_2012_800",191391.750966559
"imd_2012_8k",185396.254679552
"cveh2011_30k",175919.62628066
"res_2012_600",171893.173714189
"pcar2011_45k",167002.547155489
"cveh2011_45k",164725.320048495
"residential_500",157399.926947555
"primary_100",152848.344594882
"cveh2011_25k",149913.461826574
"imd_2012_6k",148542.577939811
"pcar2011_10k",148496.842590534
"localA_400",142110.218133992
"pcar2011_30k",140857.30575714
"res_2012_10k",140697.542103909
"pop2011_45k",140212.463383491
"imd_2012_10k",138885.486749077
"res_2012_700",137086.262260051
"pcar2011_25k",136010.030867298
"pcar2011_100k",134630.387909449
"res_2012_8k",132841.491783758
"localA_500",129478.088173742
"pop2011_12k",128790.491480763
"pcar2011_20k",124414.12981096
"res_2012_1200",115547.158055859
"pop2011_10k",115416.137677389
"pop2011_50k",114152.405283866
"cveh2011_15k",113744.991751381
"cveh2011_12k",113415.310344242
"pop2011_30k",111645.715142477
"pop2011_25k",109897.709211985
"pcar2011_50k",109802.06407306
"cveh2011_20k",104827.756545688
"elevation",104062.242952649
"localA_300",104017.500605389
"pop2011_15k",102519.884247549
"imd_2012_200",101090.224254068
"imd_2012_600",100588.416365824
"pcar2011_75k",98971.3604585453
"unclassified_500",98653.6099730375
"res_2012_7k",97988.9498239333
"cveh2011_200k",93878.6576660347
"residential_400",93742.9355225913
"unclassified_200",92416.8364084287
"cveh2011_8k",91773.989884892
"pcar2011_200k",90887.6146152928
"imd_2012_7k",90340.731277182
"pcar2011_15k",87905.3885119185
"cveh2011_10k",87558.310553841
"pop2011_8k",87403.9363259475
"unclassified_50",86764.5368303731
"pop2011_200k",86703.8231269718
"cveh2011_100k",86178.8514020029
"residential_200",85691.6333953862
"lane_10_unclassified",85243.9431650308
"imd_2012_5k",82282.5501761575
"res_2012_500",82113.196882519
"pop2011",81659.2592046807
"residential_300",80914.0102137669
"res_2012_2k",79956.0964283616
"pop2011_150k",79089.2710573232
"pop2011_20k",79032.9802208114
"imd_2012_1200",78478.4699165699
"pop2011_75k",77918.203584257
"pop2011_100k",76253.9794843052
"pcar2011_8k",75079.9181853047
"pcar2011_12k",70945.9317310907
"imd_2012_100",70753.0612864985
"res_2012_6k",68346.4150507836
"imd_2012_2500",67825.8246024581
"imd_2012_1800",66668.3958165181
"res_2012_1500",65557.9160624615
"imd_2012_1500",64194.2090696599
"primary_400",64099.3806550173
"imd_2012_1k",62747.7634003668
"unclassified_300",60405.5913416379
"pcar2011_5k",59543.4718458676
"imd_2012_400",58785.6073861411
"localA_200",58298.2624597246
"cveh2011_50k",55160.3004248561
"cveh2011_75k",54324.0526452186
"imd_2012_300",54014.0882691466
"imd_2012_500",53920.8429156978
"res_2012_1800",53732.4649541704
"highway_300",52807.5245683899
"imd_2012_700",51676.0571279853
"unclassified_100",51544.2760613037
"unclassified_400",50120.2082229664
"res_2012_2500",49803.2592602062
"pcar2011_150k",47672.9945043085
"res_2012_4k",47562.9071675633
"imd_2012_4k",47398.5651939449
"res_2012_5k",46605.283219573
"imd_2012_800",44931.3181054177
"imd_2012_3500",41346.9867797442
"cveh2011_150k",40481.7591845077
"res_2012_3500",39633.1412939987
"imd_2012_2k",39484.4599562072
"cveh2011_1k",39148.7370908463
"pcar2011_1k",39089.320224401
"primary_500",38357.3505017447
"pop2011_1k",38147.7913579336
"cveh2011_5k",35164.8824241526
"res_2012_400",34965.3908449356
"res_2012_300",33642.5781221824
"highway_400",33341.379169946
"highway_500",29713.0271824333
"primary_200",27211.5830956203
"highway_200",21404.8156786759
"localA_100",19241.1992729871
"res_2012_200",18787.6499559108
"pop2011_5k",17739.4602945057
"primary_300",17412.230008199
"primary_50",12841.4508307119
"highway_50",10312.9301662815
"res_2012_100",8016.92858766789
"maxv_10_residential",7910.85378601808
"highway_100",7085.76908874459
"localA_50",1514.0659531746
"lane_10_primary",0
"lane_10_residential",0
"lane_20_highway",0
"maxv_10_primary",0
"maxv_10_unclassified",0
"maxv_20_highway",0
"lane_10_localA",0
"maxv_10_localA",0
"area_type",0
