"index","rf","obs","res","df_type","cntr","X","Y","road_tag","area_type"
165,41362.7236391781,30286,-11076.7236391781,"train","UK",3615142.5,3198977.5,"highway","urban"
167,62904.8182312329,64338,1433.18176876708,"train","UK",3511307.5,3442717.5,"highway","urban"
171,64795.99086,80169.4657534247,15373.4748934247,"train","CH",4052387.5,2606622.5,"highway","urban"
174,79637.9901226484,86831,7193.00987735158,"train","UK",3502312.5,3451797.5,"highway","urban"
176,54263.4672291324,61556,7292.53277086762,"train","DE",4306177.5,2959827.5,"highway","rural"
184,62202.542843379,49544,-12658.542843379,"train","UK",3609637.5,3230562.5,"highway","urban"
186,52126.3239402739,42851,-9275.32394027391,"train","UK",3553507.5,3376857.5,"highway","urban"
187,28402.4854536986,25801.7342465753,-2600.75120712334,"train","CH",4211432.5,2660137.5,"highway","urban"
189,64121.4751386301,67889,3767.52486136988,"train","UK",3646527.5,3281927.5,"highway","urban"
190,40866.7021709589,36589,-4277.7021709589,"train","UK",3626692.5,3195982.5,"highway","urban"
194,47796.4020707763,40358,-7438.40207077625,"train","FR",3625027.5,2304817.5,"highway","urban"
195,94599.0707686758,119469,24869.9292313242,"train","UK",3602877.5,3250827.5,"highway","urban"
197,18896.6688604566,18514,-382.668860456612,"train","DE",4378437.5,3466272.5,"highway","urban"
200,18495.0387874886,12358,-6137.03878748858,"train","UK",3712292.5,3224472.5,"highway","urban"
10,76758.0538579908,85462,8703.94614200915,"test","UK",3565987.5,3187737.5,"highway","urban"
64,64901.3290386302,54738,-10163.3290386302,"test","UK",3551877.5,3186717.5,"highway","urban"
65,31767.4571592694,51867,20099.5428407306,"test","DE",4364267.5,2810762.5,"highway","rural"
90,19202.9233313242,6296,-12906.9233313242,"test","FR",3776857.5,2752177.5,"highway","urban"
108,71673.2822978995,66069,-5604.28229789948,"test","UK",3497307.5,3472497.5,"highway","rural"
114,80266.9515846576,55518,-24748.9515846576,"test","UK",3600882.5,3205282.5,"highway","urban"
119,20300.322732968,12024,-8276.32273296804,"test","DE",4083347.5,2993867.5,"highway","rural"
128,39566.1242663927,25115,-14451.1242663927,"test","UK",3618657.5,3195482.5,"highway","urban"
153,21990.3111180822,19757,-2233.31111808218,"test","UK",3463787.5,3528962.5,"highway","rural"
169,57934.7157070319,35074.0438356164,-22860.6718714155,"test","CH",4292437.5,2694952.5,"highway","urban"
172,49624.7406205479,54534,4909.25937945207,"test","UK",3520467.5,3482157.5,"highway","urban"
188,69364.013496347,17757,-51607.013496347,"test","UK",3484097.5,3454642.5,"highway","urban"
193,85758.2813781735,85662,-96.2813781734876,"test","DE",4113052.5,3093972.5,"highway","urban"
