"index","rf","obs","res","df_type","cntr","X","Y","road_tag","area_type"
19,1672.97303333333,1005,-667.973033333334,"train","IT",4741312.5,1632582.5,"localA","rural"
33,2226.1351,2242,15.8648999999987,"train","UK",3642277.5,3362002.5,"localA","rural"
34,2596.04543333333,794,-1802.04543333333,"train","UK",3579757.5,3270437.5,"localA","urban"
35,5411.45663333334,6314,902.543366666664,"train","UK",3619262.5,3131822.5,"localA","urban"
39,1872.02556666667,1252,-620.025566666666,"train","UK",3641702.5,3179732.5,"localA","rural"
44,4213.09946666667,4203,-10.0994666666666,"train","UK",3582192.5,3437302.5,"localA","rural"
45,3422.85126666666,4938,1515.14873333334,"train","UK",3344312.5,3206142.5,"localA","rural"
75,1687.43296666667,779,-908.432966666667,"train","UK",3645207.5,3364352.5,"localA","rural"
80,2213.5378,716,-1497.5378,"train","UK",3408777.5,3697842.5,"localA","urban"
81,11345.871,14116,2770.129,"train","UK",3642392.5,3455702.5,"localA","urban"
85,6528.30233333334,5024,-1504.30233333334,"train","UK",3503057.5,3336032.5,"localA","urban"
91,8986.22573333333,10386,1399.77426666667,"train","UK",3576577.5,3483412.5,"localA","urban"
104,6920.99923333333,7456,535.000766666669,"train","UK",3506842.5,3717672.5,"localA","urban"
110,2685.4252,2965,279.574800000002,"train","UK",3342002.5,3276492.5,"localA","rural"
111,2469.11163333333,2780,310.888366666668,"train","UK",3448567.5,3286492.5,"localA","rural"
113,7989.14946666666,10446,2456.85053333334,"train","UK",3538127.5,3485952.5,"localA","urban"
116,1510.36323333333,805,-705.363233333333,"train","UK",3560397.5,3497842.5,"localA","rural"
120,5987.54116666667,6548,560.45883333333,"train","UK",3574932.5,3197687.5,"localA","urban"
139,9445.55973333334,12917,3471.44026666666,"train","UK",3749442.5,3294687.5,"localA","urban"
141,2190.76803333333,1916,-274.768033333334,"train","UK",3724732.5,3324872.5,"localA","rural"
143,1928.28256666667,771,-1157.28256666667,"train","UK",3583957.5,3669372.5,"localA","rural"
146,1951.59273333333,2202,250.407266666666,"train","UK",3541672.5,3262842.5,"localA","rural"
151,4468.42083333334,4937,468.579166666665,"train","UK",3719577.5,3237892.5,"localA","urban"
154,4866.9199,3247,-1619.9199,"train","UK",3493977.5,3414147.5,"localA","urban"
170,2099.20086666667,1863,-236.200866666667,"train","UK",3573532.5,3207967.5,"localA","rural"
181,10509.8289,12441,1931.1711,"train","UK",3509382.5,3334452.5,"localA","urban"
182,4395.75346666667,2773,-1622.75346666667,"train","UK",3454042.5,3432592.5,"localA","urban"
191,4530.14486666667,2034,-2496.14486666667,"train","UK",3550282.5,3353262.5,"localA","urban"
199,6034.17243333334,5728,-306.172433333338,"train","UK",3559767.5,3408222.5,"localA","urban"
8,7147.86256666667,5387,-1760.86256666667,"test","UK",3571617.5,3375322.5,"localA","urban"
27,6300.80046666667,2888,-3412.80046666667,"test","UK",3572412.5,3194962.5,"localA","urban"
43,2130.3354,2629,498.6646,"test","UK",3424282.5,3262842.5,"localA","rural"
46,2838.77583333333,1343,-1495.77583333333,"test","IT",4904697.5,1854922.5,"localA","rural"
54,4149.04763333333,3162,-987.047633333334,"test","IT",4711787.5,1628192.5,"localA","urban"
72,6828.77320000001,8981,2152.22679999999,"test","UK",3604567.5,3197112.5,"localA","urban"
73,6733.29730000001,12590,5856.70269999999,"test","UK",3512977.5,3438207.5,"localA","urban"
101,7423.66686666667,6275,-1148.66686666667,"test","AT",4786432.5,2799512.5,"localA","urban"
112,2495.17353333333,940,-1555.17353333333,"test","FR",3550712.5,2278722.5,"localA","rural"
124,2096.0569,3311,1214.9431,"test","UK",3501022.5,3158822.5,"localA","rural"
144,2631.41516666667,496,-2135.41516666667,"test","UK",3469947.5,3641117.5,"localA","rural"
156,2588.50453333333,1625.0904109589,-963.414122374432,"test","CH",4299942.5,2621007.5,"localA","rural"
162,7172.71723333333,5141,-2031.71723333333,"test","UK",3518177.5,3684507.5,"localA","urban"
168,2658.64573333333,12574,9915.35426666667,"test","DE",4483962.5,2841927.5,"localA","urban"
