"index","rf","obs","res","df_type","cntr","X","Y","road_tag","area_type"
190,36883.278470137,36589,-294.278470136967,"train","UK",3626692.5,3195982.5,"highway","urban"
193,85716.2158553425,85662,-54.2158553424815,"train","DE",4113052.5,3093972.5,"highway","urban"
194,43777.9974654794,40358,-3419.99746547942,"train","FR",3625027.5,2304817.5,"highway","urban"
197,19950.1240684018,18514,-1436.12406840182,"train","DE",4378437.5,3466272.5,"highway","urban"
200,19932.6975190868,12358,-7574.69751908676,"train","UK",3712292.5,3224472.5,"highway","urban"
30,46867.0671809132,76421,29553.9328190868,"test","DE",4392702.5,2939942.5,"highway","urban"
37,42741.1198916895,28049.6821917808,-14691.4376999087,"test","CH",4244877.5,2525732.5,"highway","urban"
66,39617.3541492238,27450,-12167.3541492238,"test","UK",3464037.5,3418097.5,"highway","urban"
76,55177.1396707763,32043,-23134.1396707763,"test","UK",3518127.5,3328217.5,"highway","urban"
102,50770.2161475799,21772,-28998.2161475799,"test","UK",3510632.5,3292627.5,"highway","rural"
117,70440.6528012785,66918,-3522.65280127847,"test","DE",4188432.5,2989267.5,"highway","rural"
132,87450.2046804566,50466,-36984.2046804566,"test","UK",3560987.5,3365212.5,"highway","rural"
149,20202.7399312329,4490,-15712.7399312329,"test","UK",3414722.5,3150247.5,"highway","urban"
159,57538.1915504109,110976,53437.8084495891,"test","FR",3484772.5,2467327.5,"highway","urban"
167,49642.3276812785,64338,14695.6723187215,"test","UK",3511307.5,3442717.5,"highway","urban"
184,76859.9701106849,49544,-27315.9701106849,"test","UK",3609637.5,3230562.5,"highway","urban"
186,66443.726727032,42851,-23592.726727032,"test","UK",3553507.5,3376857.5,"highway","urban"
195,65263.7381755251,119469,54205.2618244749,"test","UK",3602877.5,3250827.5,"highway","urban"
