"index","rf","obs","res","df_type","cntr","X","Y","road_tag","area_type"
140,19049.8761827397,16687,-2362.87618273973,"train","FR",3472742.5,2367312.5,"highway","urban"
149,10718.1682610046,4490,-6228.16826100456,"train","UK",3414722.5,3150247.5,"highway","urban"
153,20223.6869167123,19757,-466.686916712315,"train","UK",3463787.5,3528962.5,"highway","rural"
157,97240.5410942466,133436,36195.4589057534,"train","UK",3528582.5,3152787.5,"highway","urban"
158,54591.9183510502,52351,-2240.9183510502,"train","DE",4126897.5,3077432.5,"highway","urban"
159,92060.5914343379,110976,18915.4085656621,"train","FR",3484772.5,2467327.5,"highway","urban"
167,59738.2663757078,64338,4599.73362429222,"train","UK",3511307.5,3442717.5,"highway","urban"
169,42475.5044808219,35074.0438356164,-7401.46064520545,"train","CH",4292437.5,2694952.5,"highway","urban"
172,50393.6333103196,54534,4140.36668968037,"train","UK",3520467.5,3482157.5,"highway","urban"
174,75979.2282484932,86831,10851.7717515068,"train","UK",3502312.5,3451797.5,"highway","urban"
176,51261.1133884932,61556,10294.8866115068,"train","DE",4306177.5,2959827.5,"highway","rural"
184,54640.7491240183,49544,-5096.74912401829,"train","UK",3609637.5,3230562.5,"highway","urban"
186,48039.0262497717,42851,-5188.02624977165,"train","UK",3553507.5,3376857.5,"highway","urban"
187,27941.6434895891,25801.7342465753,-2139.90924301378,"train","CH",4211432.5,2660137.5,"highway","urban"
188,37954.7660801826,17757,-20197.7660801826,"train","UK",3484097.5,3454642.5,"highway","urban"
190,38952.2392600913,36589,-2363.23926009132,"train","UK",3626692.5,3195982.5,"highway","urban"
193,81152.2212065754,85662,4509.77879342459,"train","DE",4113052.5,3093972.5,"highway","urban"
195,97936.1843284932,119469,21532.8156715068,"train","UK",3602877.5,3250827.5,"highway","urban"
197,18375.1918661187,18514,138.808133881288,"train","DE",4378437.5,3466272.5,"highway","urban"
200,19704.0193511416,12358,-7346.01935114156,"train","UK",3712292.5,3224472.5,"highway","urban"
24,51367.5695468493,66156,14788.4304531507,"test","DE",4194542.5,3191292.5,"highway","rural"
25,74721.7269759818,120210,45488.2730240182,"test","UK",3576412.5,3207177.5,"highway","rural"
52,85966.9139396347,95364,9397.08606036527,"test","UK",3596652.5,3213262.5,"highway","urban"
58,84536.9773291325,138454,53917.0226708675,"test","UK",3529207.5,3326907.5,"highway","rural"
83,64772.2165969864,132205,67432.7834030136,"test","UK",3507762.5,3438532.5,"highway","urban"
89,62908.2804336073,107992,45083.7195663927,"test","UK",3499902.5,3406302.5,"highway","rural"
94,31432.8260000913,15492,-15940.8260000913,"test","UK",3641502.5,3158952.5,"highway","urban"
107,42613.4239198174,29617,-12996.4239198174,"test","DE",4389252.5,3087217.5,"highway","rural"
118,60325.3580302283,39002,-21323.3580302283,"test","UK",3462092.5,3449787.5,"highway","urban"
136,25669.335656895,25737,67.6643431050215,"test","IT",4557632.5,2298722.5,"highway","urban"
147,50954.8037776256,70005,19050.1962223744,"test","DE",4293557.5,3137782.5,"highway","urban"
163,69250.1905376255,48976,-20274.1905376255,"test","UK",3544027.5,3313532.5,"highway","urban"
164,45581.8985085845,65815,20233.1014914155,"test","DE",4473672.5,2882557.5,"highway","urban"
165,47958.3964915068,30286,-17672.3964915068,"test","UK",3615142.5,3198977.5,"highway","urban"
171,38865.1927645662,80169.4657534247,41304.2729888585,"test","CH",4052387.5,2606622.5,"highway","urban"
189,53728.5776158904,67889,14160.4223841096,"test","UK",3646527.5,3281927.5,"highway","urban"
194,51912.6484103197,40358,-11554.6484103197,"test","FR",3625027.5,2304817.5,"highway","urban"
