"index","rf","obs","res","df_type","cntr","X","Y","road_tag","area_type"
189,63744.8754492238,67889,4144.12455077624,"train","UK",3646527.5,3281927.5,"highway","urban"
190,37623.5866352512,36589,-1034.58663525117,"train","UK",3626692.5,3195982.5,"highway","urban"
193,86778.1231432877,85662,-1116.1231432877,"train","DE",4113052.5,3093972.5,"highway","urban"
194,47693.7843358904,40358,-7335.78433589039,"train","FR",3625027.5,2304817.5,"highway","urban"
195,93046.3668414611,119469,26422.6331585389,"train","UK",3602877.5,3250827.5,"highway","urban"
41,27666.3882517808,33518,5851.61174821918,"test","UK",3675487.5,3282567.5,"highway","urban"
50,98373.5230310502,163456,65082.4769689498,"test","UK",3595207.5,3206067.5,"highway","rural"
53,55528.6158448402,39657,-15871.6158448402,"test","UK",3629547.5,3319897.5,"highway","urban"
69,36892.4642300457,16211,-20681.4642300457,"test","UK",3526947.5,3375127.5,"highway","urban"
93,33040.371119726,2451,-30589.371119726,"test","DE",4349027.5,2729617.5,"highway","rural"
100,53457.7773721461,97045,43587.2226278539,"test","UK",3564637.5,3304757.5,"highway","rural"
129,52829.318773516,21485,-31344.318773516,"test","UK",3526967.5,3438102.5,"highway","urban"
174,71217.5683003653,86831,15613.4316996347,"test","UK",3502312.5,3451797.5,"highway","urban"
187,37910.0871083105,25801.7342465753,-12108.3528617352,"test","CH",4211432.5,2660137.5,"highway","urban"
197,23908.085479726,18514,-5394.08547972603,"test","DE",4378437.5,3466272.5,"highway","urban"
200,32459.8931561644,12358,-20101.8931561644,"test","UK",3712292.5,3224472.5,"highway","urban"
